car_type,dev_id,time,cum_mileage,kWh_per_km,avg_temp,avg_speed
IONIQ5,M2210703759,2021-12-04 14:10:11,5864.0,0.2242,12.18,20.07
IONIQ5,M2210703759,2021-12-06 07:48:27,5925.0,0.2275,12.81,62.86
IONIQ5,M2210703759,2021-12-06 18:34:55,5968.0,0.2791,12.42,41.34
IONIQ5,M2210703759,2021-12-07 07:33:48,6019.0,0.2627,13.43,67.72
IONIQ5,M2210703759,2021-12-07 18:32:03,6067.0,0.2455,13.28,43.98
IONIQ5,M2210703759,2021-12-08 07:47:32,6117.0,0.256,14.54,61.83
IONIQ5,M2210703759,2021-12-08 18:26:22,6161.0,0.2864,13.19,48.71
IONIQ5,M2210703760,2021-10-13 20:13:14,7781.0,0.2,26.11,22.73
IONIQ5,M2210703760,2021-10-14 11:29:04,7861.0,0.1704,25.04,28.73
IONIQ5,M2210703760,2021-10-14 16:27:02,7965.0,0.1816,25.93,20.17
IONIQ5,M2210703760,2021-10-14 18:12:43,7986.0,0.1941,25.84,26.25
IONIQ5,M2210703761,2021-10-13 21:03:52,3614.0,0.1643,20.0,18.05
IONIQ5,M2210703761,2021-10-14 18:38:31,3647.0,0.2143,23.57,13.4
IONIQ5,M2210703761,2021-10-16 15:44:14,3785.0,0.1524,18.19,33.03
IONIQ5,M2210703761,2021-10-16 20:26:26,3868.0,0.1889,18.8,26.66
IONIQ5,M2210703761,2021-10-17 09:55:49,3919.0,0.1771,10.41,60.26
IONIQ5,M2210703761,2021-10-17 15:08:07,3964.0,0.1733,13.42,44.0
IONIQ5,M2210703761,2021-10-20 12:41:12,4052.0,0.2267,12.1,13.35
IONIQ5,M2210703761,2021-10-20 21:05:02,4075.0,0.2231,14.5,17.07
IONIQ5,M2210703761,2021-10-23 13:28:55,4218.0,0.1971,15.63,35.47
IONIQ5,M2210703761,2021-10-23 14:21:31,4234.0,0.19,17.15,34.29
IONIQ5,M2210703761,2021-10-23 19:13:22,4305.0,0.213,17.31,35.67
IONIQ5,M2210703761,2021-10-24 09:54:10,4355.0,0.1682,12.16,63.06
IONIQ5,M2210703761,2021-10-24 16:48:30,4455.0,0.1635,18.62,46.34
IONIQ5,M2210703761,2021-10-25 13:34:33,4488.0,0.2417,14.5,15.69
IONIQ5,M2210703761,2021-10-25 15:09:47,4503.0,0.2417,16.7,13.79
IONIQ5,M2210703761,2021-10-26 11:32:49,4538.0,0.22,12.67,15.85
IONIQ5,M2210703761,2021-10-29 15:56:49,4734.0,0.16,18.16,34.82
IONIQ5,M2210703761,2021-10-30 13:08:55,4772.0,0.2,14.46,42.08
IONIQ5,M2210703761,2021-10-30 14:17:06,4785.0,0.18,15.97,29.24
IONIQ5,M2210703761,2021-10-30 20:33:07,4856.0,0.13,15.33,66.06
IONIQ5,M2210703761,2021-10-31 10:03:58,4916.0,0.16,15.3,57.12
IONIQ5,M2210703761,2021-10-31 14:09:07,4962.0,0.1625,18.31,48.96
IONIQ5,M2210703761,2021-11-03 21:43:40,5128.0,0.2083,19.63,20.37
IONIQ5,M2210703761,2021-11-04 20:44:39,5181.0,0.2083,17.61,17.62
IONIQ5,M2210703761,2021-11-05 12:14:24,5198.0,0.2188,13.6,10.89
IONIQ5,M2210703761,2021-11-06 14:57:44,5257.0,0.2606,17.9,24.58
IONIQ5,M2210703761,2021-11-07 17:01:09,5395.0,0.1622,19.26,45.35
IONIQ5,M2210703761,2021-11-08 12:40:38,5428.0,0.225,14.87,19.39
IONIQ5,M2210703761,2021-11-08 15:57:22,5440.0,0.25,13.48,14.34
IONIQ5,M2210703761,2021-11-09 12:18:00,5471.0,0.2409,11.28,13.76
IONIQ5,M2210703761,2021-11-09 21:49:14,5524.0,0.2467,11.5,22.3
IONIQ5,M2210703761,2021-11-10 12:02:43,5538.0,0.2769,9.81,16.34
IONIQ5,M2210703761,2021-11-10 19:37:41,5576.0,0.2545,10.98,9.61
IONIQ5,M2210703761,2021-11-10 22:23:10,5595.0,0.2357,23.38,19.01
IONIQ5,M2210703761,2021-11-11 09:37:26,5607.0,0.2182,12.5,22.54
IONIQ5,M2210703761,2021-11-11 20:19:26,5646.0,0.2789,11.7,12.05
IONIQ5,M2210703761,2021-11-12 20:43:44,5677.0,0.2647,9.88,19.0
IONIQ5,M2210703761,2021-11-13 18:07:38,5716.0,0.3143,12.58,36.33
IONIQ5,M2210703761,2021-11-14 10:00:51,5784.0,0.1925,9.47,61.75
IONIQ5,M2210703761,2021-11-14 14:23:39,5831.0,0.1723,13.98,46.08
IONIQ5,M2210703761,2021-11-15 13:04:20,5875.0,0.2417,13.64,14.6
IONIQ5,M2210703761,2021-11-15 15:01:26,5887.0,0.2091,15.0,14.41
IONIQ5,M2210703761,2021-11-16 21:06:07,5937.0,0.2545,13.0,15.89
IONIQ5,M2210703761,2021-11-18 16:51:20,5974.0,0.255,13.55,12.53
IONIQ5,M2210703761,2021-11-19 15:46:24,6010.0,0.2286,14.08,10.4
IONIQ5,M2210703761,2021-11-20 13:33:32,6092.0,0.1769,19.87,35.86
IONIQ5,M2210703761,2021-11-20 15:40:47,6145.0,0.1189,24.38,71.41
IONIQ5,M2210703761,2021-11-20 17:42:46,6164.0,0.1947,22.64,18.96
IONIQ5,M2210703761,2021-11-21 10:34:18,6215.0,0.1918,13.17,44.41
IONIQ5,M2210703761,2021-11-21 17:22:06,6268.0,0.1689,15.64,31.38
IONIQ5,M2210703761,2021-11-21 21:19:15,6286.0,0.2278,15.56,16.43
IONIQ5,M2210703761,2021-11-21 22:56:20,6298.0,0.2167,21.29,11.32
IONIQ5,M2210703761,2021-11-22 14:29:33,6318.0,0.2538,11.87,15.63
IONIQ5,M2210703761,2021-11-23 12:45:31,6357.0,0.3455,6.46,11.77
IONIQ5,M2210703761,2021-11-23 14:47:00,6373.0,0.2812,7.98,16.22
IONIQ5,M2210703761,2021-11-23 20:14:28,6393.0,0.2267,7.75,29.98
IONIQ5,M2210703761,2021-11-24 00:18:53,6407.0,0.2643,9.13,22.69
IONIQ5,M2210703761,2021-11-24 13:36:53,6426.0,0.2588,9.56,12.84
IONIQ5,M2210703761,2021-11-24 18:47:42,6440.0,0.2571,11.27,12.76
IONIQ5,M2210703761,2021-11-26 15:13:04,6576.0,0.1839,11.16,36.68
IONIQ5,M2210703761,2021-11-26 21:13:47,6619.0,0.2273,28.53,17.4
IONIQ5,M2210703761,2021-11-27 14:16:45,6677.0,0.1786,11.2,49.51
IONIQ5,M2210703761,2021-11-27 17:25:02,6697.0,0.1889,11.03,47.61
IONIQ5,M2210703761,2021-11-27 18:59:35,6733.0,0.1889,10.5,44.67
IONIQ5,M2210703761,2021-11-28 10:10:27,6783.0,0.225,5.51,46.49
IONIQ5,M2210703761,2021-11-28 14:18:26,6828.0,0.1756,9.79,50.59
IONIQ5,M2210703761,2021-11-28 20:36:34,6843.0,0.27,10.29,14.16
IONIQ5,M2210703761,2021-11-30 12:37:29,6910.0,0.2667,9.77,19.58
IONIQ5,M2210703761,2021-11-30 16:39:49,6937.0,0.3,10.2,11.29
IONIQ5,M2210703761,2021-11-30 22:38:26,6963.0,0.2571,20.19,19.38
IONIQ5,M2210703761,2021-12-01 12:15:29,7000.0,0.2405,6.39,36.08
IONIQ5,M2210703761,2021-12-01 15:01:35,7016.0,0.3187,6.67,11.16
IONIQ5,M2210703761,2021-12-01 21:10:52,7033.0,0.3133,4.45,13.69
IONIQ5,M2210703761,2021-12-02 16:31:41,7056.0,0.3,5.69,13.34
IONIQ5,M2210703761,2021-12-03 09:11:38,7068.0,0.3,5.85,16.43
IONIQ5,M2210703761,2021-12-03 12:15:10,7170.0,0.1804,7.94,43.97
IONIQ5,M2210703761,2021-12-03 16:53:42,7276.0,0.2019,11.64,52.19
IONIQ5,M2210703761,2021-12-03 20:37:06,7286.0,0.3,12.16,15.04
IONIQ5,M2210703761,2021-12-04 11:49:01,7306.0,0.29,5.87,14.34
IONIQ5,M2210703761,2021-12-05 10:05:59,7362.0,0.2083,5.09,49.48
IONIQ5,M2210703761,2021-12-05 17:05:34,7408.0,0.1739,10.01,45.7
IONIQ5,M2210703761,2021-12-05 22:06:45,7424.0,0.3125,8.63,19.06
IONIQ5,M2210703761,2021-12-07 12:55:08,7483.0,0.2826,9.71,19.36
IONIQ5,M2210703761,2021-12-07 19:12:14,7637.0,0.1675,14.14,58.57
IONIQ5,M2210703761,2021-12-07 22:58:24,7793.0,0.1615,14.22,47.84
IONIQ5,M2210703761,2021-12-08 13:39:51,7808.0,0.2167,13.78,21.95
IONIQ5,M2210703761,2021-12-08 19:19:14,7821.0,0.2846,12.68,8.89
IONIQ5,M2210703762,2021-11-01 10:55:12,73.0,0.3065,22.36,44.88
IONIQ5,M2210703762,2021-11-28 10:46:03,218.0,0.2464,14.1,54.16
IONIQ5,M2210703762,2021-11-28 12:53:55,236.0,0.2167,12.0,40.99
IONIQ5,M2210703762,2021-11-28 16:51:43,277.0,0.2268,12.92,34.22
IONIQ5,M2210703763,2021-11-01 10:31:54,59.0,0.23,21.74,39.1
IONIQ5,M2210703764,2021-10-14 20:50:55,263.0,0.1575,22.1,51.23
IONIQ5,M2210703764,2021-10-16 05:27:26,340.0,0.1536,22.11,49.15
IONIQ5,M2210703764,2021-10-18 15:02:29,376.0,0.1679,22.83,44.76
IONIQ5,M2210703764,2021-10-18 18:03:31,471.0,0.2033,21.11,62.83
IONIQ5,M2210703764,2021-10-19 08:18:58,528.0,0.2579,13.75,65.77
IONIQ5,M2210703764,2021-10-19 20:21:43,615.0,0.2107,13.66,43.36
IONIQ5,M2210703764,2021-10-23 01:03:06,653.0,0.164,23.63,42.04
IONIQ5,M2210703764,2021-10-23 02:07:08,680.0,0.1815,18.91,49.32
IONIQ5,M2210703764,2021-10-25 13:48:49,719.0,0.2125,21.51,35.75
IONIQ5,M2210703764,2021-10-25 16:04:23,740.0,0.1857,22.25,23.18
IONIQ5,M2210703764,2021-10-26 11:31:55,792.0,0.2333,20.88,63.21
IONIQ5,M2210703764,2021-10-26 14:50:34,814.0,0.21,19.55,35.98
IONIQ5,M2210703764,2021-10-27 09:50:28,880.0,0.1708,21.52,39.08
IONIQ5,M2210703764,2021-10-28 07:42:41,939.0,0.2043,19.92,34.19
IONIQ5,M2210703764,2021-10-28 18:24:38,957.0,0.18,15.96,27.96
IONIQ5,M2210703764,2021-10-30 06:53:09,995.0,0.175,20.37,39.81
IONIQ5,M2210703764,2021-10-30 19:34:26,1017.0,0.1864,15.34,26.47
IONIQ5,M2210703764,2021-11-01 11:56:08,1068.0,0.1813,20.29,32.71
IONIQ5,M2210703764,2021-11-02 15:15:37,1175.0,0.1891,19.2,53.04
IONIQ5,M2210703764,2021-11-05 11:10:28,1279.0,0.2186,19.06,47.43
IONIQ5,M2210703764,2021-11-05 20:35:06,1355.0,0.2039,16.77,29.79
IONIQ5,M2210703764,2021-11-09 15:10:20,1500.0,0.1936,14.77,40.48
IONIQ5,M2210703764,2021-11-10 12:12:40,1520.0,0.2643,18.11,24.34
IONIQ5,M2210703764,2021-11-12 04:16:39,1576.0,0.2043,16.12,51.72
IONIQ5,M2210703764,2021-11-12 05:17:02,1605.0,0.2118,13.08,45.3
IONIQ5,M2210703764,2021-11-14 13:19:26,1653.0,0.3125,20.02,12.07
IONIQ5,M2210703764,2021-11-14 16:24:42,1671.0,0.2,18.5,23.56
IONIQ5,M2210703764,2021-11-16 11:18:13,1736.0,0.192,20.97,59.56
IONIQ5,M2210703764,2021-11-16 14:31:02,1757.0,0.1929,17.5,39.34
IONIQ5,M2210703764,2021-11-17 16:19:49,1830.0,0.2,17.93,28.15
IONIQ5,M2210703764,2021-11-21 13:23:47,1878.0,0.2067,18.53,22.58
IONIQ5,M2210703764,2021-11-21 18:18:35,1899.0,0.165,16.61,22.84
IONIQ5,M2210703764,2021-11-22 14:38:03,1923.0,0.31,12.43,11.06
IONIQ5,M2210703764,2021-11-23 11:33:12,1984.0,0.2019,16.53,52.55
IONIQ5,M2210703764,2021-11-23 15:18:04,2035.0,0.1863,10.49,39.63
IONIQ5,M2210703764,2021-11-24 13:28:21,2060.0,0.2316,17.0,36.36
IONIQ5,M2210703764,2021-11-24 17:35:44,2078.0,0.2222,13.77,18.35
IONIQ5,M2210703764,2021-11-26 16:23:27,2098.0,0.27,16.65,10.45
IONIQ5,M2210703764,2021-11-27 19:36:56,2124.0,0.2529,14.87,12.53
IONIQ5,M2210703764,2021-11-30 11:27:24,2193.0,0.2058,16.39,53.92
IONIQ5,M2210703764,2021-11-30 16:24:51,2245.0,0.1942,10.85,45.64
IONIQ5,M2210703764,2021-12-01 13:49:20,2262.0,0.2294,15.44,27.33
IONIQ5,M2210703764,2021-12-01 18:47:21,2282.0,0.2556,7.89,15.87
IONIQ5,M2210703764,2021-12-02 06:43:45,2306.0,0.2042,17.63,28.59
IONIQ5,M2210703764,2021-12-02 09:53:09,2381.0,0.18,9.45,61.87
IONIQ5,M2210703764,2021-12-02 12:14:18,2448.0,0.2045,7.16,37.03
IONIQ5,M2210703764,2021-12-04 08:01:02,2489.0,0.1829,15.03,48.42
IONIQ5,M2210703764,2021-12-04 09:29:29,2512.0,0.187,10.92,43.26
IONIQ5,M2210703764,2021-12-04 13:00:23,2551.0,0.1897,9.31,41.76
IONIQ5,M2210703764,2021-12-05 01:23:17,2574.0,0.2087,12.75,24.05
IONIQ5,M2210703764,2021-12-05 10:39:32,2592.0,0.1778,17.95,39.01
IONIQ5,M2210703764,2021-12-05 16:16:03,2603.0,0.1727,12.81,28.09
IONIQ5,M2210703764,2021-12-05 19:27:33,2630.0,0.163,11.19,43.57
IONIQ5,M2210703764,2021-12-06 11:16:54,2682.0,0.1962,14.6,53.2
IONIQ5,M2210703764,2021-12-06 15:30:50,2734.0,0.1942,12.52,41.44
IONIQ5,M2210703764,2021-12-08 14:59:55,2761.0,0.2111,14.04,32.06
IONIQ5,M2210703764,2021-12-08 18:19:31,2784.0,0.1739,13.12,21.66
IONIQ5,M2210703765,2021-11-01 10:10:22,607.0,0.25,17.64,22.8
IONIQ5,M2210703765,2021-11-01 17:45:24,623.0,0.2077,17.5,19.82
IONIQ5,M2210703765,2021-11-02 10:08:16,635.0,0.2417,16.46,21.7
IONIQ5,M2210703765,2021-11-02 16:35:15,661.0,0.1944,17.38,18.55
IONIQ5,M2210703765,2021-11-03 11:19:06,717.0,0.242,16.8,26.4
IONIQ5,M2210703765,2021-11-03 16:40:18,736.0,0.2158,17.37,12.64
IONIQ5,M2210703765,2021-11-04 10:14:53,751.0,0.2467,16.68,21.07
IONIQ5,M2210703765,2021-11-04 16:05:46,782.0,0.188,16.27,27.26
IONIQ5,M2210703765,2021-11-04 17:34:05,799.0,0.2529,17.24,18.82
IONIQ5,M2210703765,2021-11-13 00:30:10,1690.0,0.233,12.1,63.48
IONIQ5,M2210703765,2021-11-13 16:31:55,1779.0,0.2182,16.37,59.57
IONIQ5,M2210703765,2021-11-14 11:46:44,1952.0,0.2726,16.02,67.08
IONIQ5,M2210703765,2021-11-14 16:39:17,2144.0,0.2188,24.6,45.21
IONIQ5,M2210703765,2021-11-14 20:19:15,2210.0,0.2818,19.48,22.24
IONIQ5,M2210703765,2021-11-15 10:21:21,2225.0,0.24,16.08,26.46
IONIQ5,M2210703765,2021-11-15 17:52:53,2253.0,0.2,15.53,20.77
IONIQ5,M2210703765,2021-11-16 10:13:54,2272.0,0.2286,12.58,21.35
IONIQ5,M2210703765,2021-11-16 17:13:36,2287.0,0.2231,13.75,24.85
IONIQ5,M2210703765,2021-11-18 16:54:58,2384.0,0.2,15.51,19.05
IONIQ5,M2210703765,2021-11-19 12:32:15,2417.0,0.2133,15.91,14.23
IONIQ5,M2210703765,2021-11-19 16:35:36,2430.0,0.2,16.57,30.37
IONIQ5,M2210703765,2021-11-19 19:30:20,2442.0,0.25,16.08,23.84
IONIQ5,M2210703765,2021-11-19 20:59:12,2452.0,0.27,15.37,14.6
IONIQ5,M2210703765,2021-11-20 17:14:13,2466.0,0.27,18.6,6.51
IONIQ5,M2210703765,2021-11-20 21:18:28,2521.0,0.2618,15.91,50.87
IONIQ5,M2210703765,2021-11-21 19:21:03,2592.0,0.2344,16.59,10.98
IONIQ5,M2210703765,2021-11-22 10:30:16,2611.0,0.2462,11.86,14.28
IONIQ5,M2210703765,2021-11-22 12:40:34,2681.0,0.2,10.97,54.17
IONIQ5,M2210703765,2021-11-22 15:44:48,2737.0,0.2286,17.42,29.58
IONIQ5,M2210703765,2021-11-22 18:01:13,2751.0,0.2571,12.88,25.06
IONIQ5,M2210703765,2021-11-23 10:16:12,2766.0,0.2571,3.7,18.87
IONIQ5,M2210703765,2021-11-23 18:04:37,2786.0,0.2471,5.83,16.8
IONIQ5,M2210703765,2021-11-24 10:10:34,2803.0,0.2615,3.58,21.26
IONIQ5,M2210703765,2021-11-24 17:54:40,2820.0,0.2,10.03,16.47
IONIQ5,M2210703765,2021-11-25 10:32:24,2844.0,0.3,13.04,16.26
IONIQ5,M2210703765,2021-11-25 19:50:11,2872.0,0.225,10.75,13.17
IONIQ5,M2210703765,2021-11-26 11:23:07,2904.0,0.2594,12.83,16.2
IONIQ5,M2210703765,2021-11-26 18:02:29,2920.0,0.2437,9.34,21.56
IONIQ5,M2210703765,2021-11-27 08:32:04,2943.0,0.2667,10.5,19.34
IONIQ5,M2210703765,2021-11-27 15:23:18,2963.0,0.2067,8.3,28.86
IONIQ5,M2210703765,2021-11-27 17:55:15,2993.0,0.24,8.91,17.16
IONIQ5,M2210703765,2021-11-28 17:10:38,3037.0,0.256,11.27,29.3
IONIQ5,M2210703765,2021-11-28 20:03:06,3056.0,0.3474,10.73,33.68
IONIQ5,M2210703765,2021-11-29 11:36:28,3086.0,0.2833,7.34,15.09
IONIQ5,M2210703765,2021-11-29 16:39:08,3108.0,0.2182,10.81,17.33
IONIQ5,M2210703765,2021-11-30 10:30:08,3129.0,0.2538,12.65,19.98
IONIQ5,M2210703765,2021-11-30 19:32:15,3147.0,0.2278,7.07,16.4
IONIQ5,M2210703765,2021-12-01 10:10:52,3161.0,0.2786,1.86,23.65
IONIQ5,M2210703765,2021-12-01 16:20:53,3193.0,0.1937,8.04,44.98
IONIQ5,M2210703765,2021-12-02 00:16:02,3223.0,0.269,10.29,54.83
IONIQ5,M2210703765,2021-12-02 09:52:54,3234.0,0.2182,13.47,27.67
IONIQ5,M2210703765,2021-12-02 16:47:30,3253.0,0.2231,8.5,30.97
IONIQ5,M2210703765,2021-12-03 10:18:14,3271.0,0.2929,5.01,22.39
IONIQ5,M2210703765,2021-12-03 17:09:09,3284.0,0.2,5.44,25.56
IONIQ5,M2210703765,2021-12-04 11:02:55,3311.0,0.2278,9.86,25.39
IONIQ5,M2210703765,2021-12-04 13:17:30,3333.0,0.2409,9.42,22.33
IONIQ5,M2210703765,2021-12-06 10:01:31,3380.0,0.2615,10.33,29.42
IONIQ5,M2210703765,2021-12-06 18:53:18,3407.0,0.2444,9.86,15.35
IONIQ5,M2210703765,2021-12-07 10:38:21,3426.0,0.2533,10.84,17.46
IONIQ5,M2210703765,2021-12-07 14:49:53,3459.0,0.1774,11.71,52.37
IONIQ5,M2210703765,2021-12-08 01:47:22,3490.0,0.2226,12.93,55.74
IONIQ5,M2210703765,2021-12-08 10:16:46,3502.0,0.275,12.49,24.12
IONIQ5,M2210703765,2021-12-08 17:01:47,3515.0,0.2154,12.0,17.55
IONIQ5,M2210703766,2021-10-22 13:38:43,27.0,0.2611,19.33,10.86
IONIQ5,M2210703766,2021-10-22 17:16:03,43.0,0.2455,19.58,9.71
IONIQ5,M2210703766,2021-10-26 18:52:00,387.0,0.1869,23.98,78.06
IONIQ5,M2210703766,2021-10-29 10:45:16,482.0,0.1943,16.02,84.43
IONIQ5,M2210703766,2021-10-29 15:54:41,739.0,0.1809,25.52,67.93
IONIQ5,M2210703766,2021-11-05 11:10:34,766.0,0.2444,23.37,22.8
IONIQ5,M2210703766,2021-11-05 13:40:49,784.0,0.2167,21.49,17.7
IONIQ5,M2210703766,2021-11-12 19:57:56,915.0,0.2151,17.5,55.22
IONIQ5,M2210703766,2021-11-12 22:25:41,1106.0,0.1995,20.65,100.69
IONIQ5,M2210703766,2021-11-12 23:32:54,1147.0,0.1902,24.02,75.27
IONIQ5,M2210703766,2021-11-14 22:00:09,1311.0,0.2133,13.77,92.29
IONIQ5,M2210703766,2021-11-15 01:12:38,1512.0,0.2219,20.46,102.02
IONIQ5,M2210703766,2021-12-01 05:34:55,1767.0,0.2369,13.28,99.24
IONIQ5,M2210703766,2021-12-01 07:05:19,1856.0,0.209,22.2,91.0
IONIQ5,M2210703766,2021-12-01 15:53:01,1866.0,0.29,12.39,35.29
IONIQ5,M2210703766,2021-12-03 17:24:19,2108.0,0.2086,11.93,92.19
IONIQ5,M2210703766,2021-12-03 20:16:43,2277.0,0.2006,21.31,78.33
IONIQ5,M2210703766,2021-12-05 08:43:51,2335.0,0.2431,3.49,89.23
IONIQ5,M2210703766,2021-12-05 10:46:17,2474.0,0.2396,19.67,112.65
IONIQ5,M2210703766,2021-12-05 13:23:57,2633.0,0.1981,20.32,75.38
IONIQ5,M2210703767,2021-11-05 16:18:03,683.0,0.2305,17.95,64.87
IONIQ5,M2210703767,2021-11-07 15:53:22,729.0,0.225,11.69,18.56
IONIQ5,M2210703767,2021-11-09 08:55:54,774.0,0.27,2.01,73.42
IONIQ5,M2210703767,2021-11-09 10:32:32,901.0,0.2365,8.65,71.19
IONIQ5,M2210703767,2021-11-09 19:43:23,1038.0,0.2944,19.95,114.45
IONIQ5,M2210703767,2021-11-09 20:31:59,1067.0,0.2158,23.69,64.47
IONIQ5,M2210703767,2021-11-10 09:39:08,1194.0,0.2425,4.14,99.35
IONIQ5,M2210703767,2021-11-11 09:07:11,1243.0,0.24,7.5,31.03
IONIQ5,M2210703767,2021-11-11 17:47:04,1346.0,0.2375,11.71,60.35
IONIQ5,M2210703767,2021-11-19 13:48:31,2100.0,0.27,16.0,16.71
IONIQ5,M2210703767,2021-11-22 11:35:46,2316.0,0.2116,5.54,37.17
IONIQ5,M2210703767,2021-11-22 13:26:24,2372.0,0.2911,8.74,45.76
IONIQ5,M2210703767,2021-11-23 09:57:19,2529.0,0.2433,31.56,93.38
IONIQ5,M2210703767,2021-11-23 19:32:15,2554.0,0.27,6.99,26.26
IONIQ5,M2210703767,2021-11-25 09:29:17,2614.0,0.2314,10.15,24.26
IONIQ5,M2210703767,2021-11-25 12:24:27,2655.0,0.222,11.7,20.84
IONIQ5,M2210703767,2021-11-26 17:30:04,2775.0,0.2217,8.18,84.61
IONIQ5,M2210703767,2021-11-26 18:46:45,2813.0,0.2067,24.62,67.46
IONIQ5,M2210703767,2021-11-28 17:59:40,2844.0,0.3032,3.07,36.64
IONIQ5,M2210703767,2021-11-29 09:43:32,3000.0,0.2654,19.36,91.78
IONIQ5,M2210703767,2021-11-29 10:43:21,3010.0,0.27,10.96,31.3
IONIQ5,M2210703767,2021-11-29 16:13:03,3095.0,0.1974,21.52,40.28
IONIQ5,M2210703767,2021-11-29 18:59:01,3105.0,0.2,17.78,29.03
IONIQ5,M2210703767,2021-12-01 10:04:41,3133.0,0.3,1.02,31.28
IONIQ5,M2210703767,2021-12-01 16:00:02,3227.0,0.2638,4.6,31.92
IONIQ5,M2210703767,2021-12-02 20:53:10,3255.0,0.26,5.0,33.93
IONIQ5,M2210703767,2021-12-03 19:56:12,3392.0,0.2312,21.3,97.55
IONIQ5,M2210703767,2021-12-03 21:13:02,3423.0,0.2161,24.22,55.49
IONIQ5,M2210703767,2021-12-06 12:09:20,3756.0,0.2471,33.92,85.08
IONIQ5,M2210703767,2021-12-08 19:46:07,3803.0,0.24,11.29,30.23
IONIQ5,M2210703768,2021-10-14 11:09:58,2774.0,0.16,24.71,45.38
IONIQ5,M2210703768,2021-10-14 21:56:41,2802.0,0.2176,24.17,37.75
IONIQ5,M2210703768,2021-10-15 15:06:32,2864.0,0.2213,24.37,33.68
IONIQ5,M2210703768,2021-10-15 21:50:54,2954.0,0.2289,23.55,52.27
IONIQ5,M2210703768,2021-10-16 11:26:12,2981.0,0.237,22.31,44.16
IONIQ5,M2210703768,2021-10-20 22:37:39,3254.0,0.2474,19.09,52.21
IONIQ5,M2210703768,2021-10-21 10:13:01,3282.0,0.2308,17.28,48.72
IONIQ5,M2210703768,2021-10-21 22:26:48,3310.0,0.2407,17.82,58.17
IONIQ5,M2210703768,2021-10-22 22:08:59,3364.0,0.2444,18.78,60.0
IONIQ5,M2210703768,2021-10-23 17:02:52,3418.0,0.3,20.2,39.15
IONIQ5,M2210703768,2021-10-24 12:23:04,3456.0,0.2667,21.63,43.18
IONIQ5,M2210703768,2021-10-24 17:41:44,3487.0,0.2533,21.65,38.83
IONIQ5,M2210703768,2021-10-28 11:23:57,3713.0,0.2211,19.0,52.57
IONIQ5,M2210703768,2021-10-28 22:27:23,3742.0,0.236,18.4,34.86
IONIQ5,M2210703768,2021-10-29 11:49:49,3800.0,0.2151,21.07,44.45
IONIQ5,M2210703768,2021-10-29 17:22:53,3821.0,0.2895,21.4,12.97
IONIQ5,M2210703768,2021-10-29 23:54:59,3877.0,0.2515,18.33,66.7
IONIQ5,M2210703768,2021-10-30 16:18:09,3922.0,0.2545,19.57,24.87
IONIQ5,M2210703768,2021-10-30 17:53:50,3939.0,0.3059,20.47,20.18
IONIQ5,M2210703768,2021-11-01 11:25:09,3997.0,0.2111,21.0,51.13
IONIQ5,M2210703768,2021-11-01 21:28:55,4024.0,0.2308,20.03,63.24
IONIQ5,M2210703768,2021-11-04 22:57:58,4194.0,0.2964,18.28,30.8
IONIQ5,M2210703768,2021-11-05 21:06:58,4248.0,0.2154,18.1,45.44
IONIQ5,M2210703768,2021-11-06 16:49:37,4289.0,0.2378,27.54,31.54
IONIQ5,M2210703768,2021-11-07 21:41:39,4365.0,0.2021,20.82,63.09
IONIQ5,M2210703768,2021-11-08 11:16:19,4393.0,0.2346,16.86,50.84
IONIQ5,M2210703768,2021-11-08 22:17:59,4420.0,0.24,14.02,52.94
IONIQ5,M2210703768,2021-11-09 12:12:28,4447.0,0.2211,11.8,54.29
IONIQ5,M2210703768,2021-11-09 22:29:08,4561.0,0.2545,19.02,44.39
IONIQ5,M2210703768,2021-11-10 22:02:14,4616.0,0.2,13.95,44.04
IONIQ5,M2210703768,2021-11-11 22:08:54,4671.0,0.2444,14.61,61.52
IONIQ5,M2210703768,2021-11-12 10:51:41,4700.0,0.269,13.69,27.12
IONIQ5,M2210703768,2021-11-12 23:55:43,4739.0,0.2389,14.35,55.38
IONIQ5,M2210703768,2021-11-13 15:25:37,4798.0,0.2429,15.85,40.78
IONIQ5,M2210703768,2021-11-14 11:02:54,4853.0,0.2594,18.29,53.56
IONIQ5,M2210703768,2021-11-14 16:02:49,4891.0,0.2067,18.49,42.82
IONIQ5,M2210703768,2021-11-14 18:48:57,4914.0,0.225,18.44,67.5
IONIQ5,M2210703768,2021-11-15 11:26:51,4966.0,0.2321,15.4,37.18
IONIQ5,M2210703768,2021-11-15 20:44:51,4992.0,0.2875,18.28,55.92
IONIQ5,M2210703768,2021-11-16 11:35:06,5022.0,0.17,18.89,39.52
IONIQ5,M2210703768,2021-11-16 19:47:08,5038.0,0.22,17.04,45.76
IONIQ5,M2210703768,2021-11-16 23:35:19,5051.0,0.2583,17.2,28.4
IONIQ5,M2210703768,2021-11-17 11:24:44,5078.0,0.2182,13.5,36.63
IONIQ5,M2210703768,2021-11-18 19:45:51,5159.0,0.2444,18.02,43.96
IONIQ5,M2210703768,2021-11-19 11:44:58,5381.0,0.232,18.01,56.29
IONIQ5,M2210703768,2021-11-19 16:16:51,5526.0,0.2417,32.98,9.0
IONIQ5,M2210703768,2021-11-19 21:40:10,5817.0,0.2313,22.65,65.15
